talā,tala
talāī,taḍāga
talāv,taḍāga
tallā,tala
tāṁt,tanti
tāṁtā,tantu
tāṁtī,tantrika
tāṁbā,tāmra
tāṁsnā,trāsayati
tāū,tātagu
tāerā,tātatara
tāknā,tarkayati
tājan,tarjana
tāṛnā,tāḍayati
tāṛnā,tāḍayati
tāṛī,tāḍa
tātā,tapta
tānnā,tānayati
tānnā,tānyate
tānā,tāna
tānā,tāpayati
tānī,tāna
tāpnā,tapyati
tām,tāmra
tār,tāra
tārnā,tārayati
tārā,tāraka
tāl,tāḍa
tāl,talla
tāl,uttāla
tālā,tāḍa
tālī,tāḍa
tālū,tāluka
tāv,tāpa
tāv-,tāpayati
tintiṛī,tintiḍī
ti-,tri
tikhūṁṭ,tri
tikhūṁṭā,tri
tijʾhar,tritīya
tin,tr̥ṇa
tibārā,tri
tibārā,tri
tiy,strī
tiyā,strī
tirchā,tiraśca
tirnā,tirate
tirpan,trayaḥpañcāśat
tirsaṭh,trayaḥśaṣṭi
tirānve,trayonavati
tirāsī,tryaśīti
tilaṅgā,tailaṅga
tilaṅgī,tailaṅga
tilaṅgī,tailaṅga
til,tila
tilaṛā,tri
tivārī,tripāṭhin
tis,ta
tihattar,trayaḥsaptati
tīkhā,tīkṣṇa
tīj,tr̥tīyā
tījā,tr̥tīya
tīt,tikta
tītar,tittira
tītā,tikta
tīn,trīṇi
tīyā,trika
tīr,tīra
tīs,triṁśat
tumbā,tumbaka
tujh-,tubhya
tun,tuṇi
tum,tuvam
turant,turant
tur,tura
tur,turī
turat,turant
turā,tura
turia,turaga
turī,turagī
turai,turaga
tul,tulya
tulnā,tulayati
tulsī,tulasī
tuvar,tubarī
tus,tuśa
tūṁbā,tumba
tūṁbī,tumbikā
tū,tuvam
tūnā,trupati
tūfān,ṭūfān
tūmnā,tumbati
tūl,tūla
tūl,tulya
tūlī,tūlikā
teṁtālīs,trayaścatvāriṁśat
tendū,tainduka
te,ta
tel,taila
telāy,tailatāpaka
telī,tailika
tevṛī,trivr̥tā
tevar,taimir
teh,tejas
tehrā,traidha
tehā,tejas
tairnā,tirate
taisā,tādr̥śa
to,tatas
to-,tava
toṛnā,troṭayati
toy,tava
tolnā,tolayati
tolā,tolaka
tauṁs-,tapasyati
taun,ta
thambh,stambha
thaī,str̥ti
than,stana
thar,stara
thal,sthala
thavaī,sthapati
thān,sthāna
thānā,sthānaka
thāpnā,sthāpyate
thām,stambha
thāmnā,stambhate
thāl,sthāla
thālā,sthāla
thāvar,sthāvara
thāh,sthāgha
thir,sthira
thū,thūt
thūnī,sthūṇa
thūvā,stūpa
thok,stabaka
daṇḍ-,daṇḍayati
daṇḍā,daṇḍa
daṁtālī,dantāli
daṁtāvlī,dantāvala
dambh,dambha
daṁvrī,davara
daī,daiviya
dakkhin,dakṣiṇa
dakkhinā,dakṣiṇa
dakhnā,dakṣiṇa
dadrī,dardara
dabbā,darva
damṛā,dramma
damṛī,dramma
dayāl,dayālu
dar,dara
dar,dara
dardarā,darayati
darmā,dāḍimba
darāṁt,dātra
daridrī,daridrita
dal,dala- 
dalnā,dalati
daliyā,dalita
das,daśa
dasnā,dhvasyate
dasī,daśā
dasauṁdh,daśabandha
dah,draha
dahaṛ-dahaṛ,dr̥ḍha
dahan,dahana
dahnā,dahati
dahlā,dehalī
dahī,dadhi
daheṁṛī,dadhibhāṇḍa
dāṁṛ,daṇḍ
dāṁṛnā,daṇḍayati
dāṁṛī,daṇḍika
dāṁṛī,daṇḍikā
dāṁt,danta
dāṁtā,dantaka
dāṁtī,dantin
dāṁv,dātu
dā,dātra
dākh,drākṣā
dāṛimb,dāḍimba
dāṛim,dāḍimba
dāt,dātra
dātun,dantapavana
dād,dadru
dādur,dardura
dān,dāna
dānā,dānava
dāp,darpa
dābh,darbha
dām,dramma
dām,dāman
dāmā,dāman
dāyăj,dāyādya
dāyjā,dāyādya
dār,dāru
dārī,dārikā
dāl,dāla
dāv,dātra
dās,dāsa
dāh,dāha
dāhnā,dāhayati
dāhinā,dākṣiṇa
diggī,dīrghikā
diṛh,dr̥ḍha
din,dina
disnā,dr̥śyate
dīṭh,dr̥ṣṭi
dīpnā,dīpyate
dīyā,dīpaka
dīvaṭ,dīpavarti
dīvālī,dīpāvali
dīs-,dr̥śyate
dukāl,duṣkāla
dukh,duḥkha
dukhnā,duḥkhati
dukhī,duḥkhita
duddhī,dugdhikā
dubdhā,dvidhā
dublā,durbala
dur,dūra
durkhī,dūrakṣya
durdām,durdamya
durāj,-rājya
dulheṭā,durlabha
dussā,dūrśa
duhtā,dauhitra
duhtī,dauhitrī
duhnī,dohanī
duhnī,dohana
dūkhnā,duḥkhayati
dūdh,dugdha
dūdhā,dugdha
dūdhī,dugdhin
dūn,droṇī
dūb,dūrvā
dūbhar,durbhara
dūr,dūra
dūlhā,durlabha
denā,dadāti
devar,devara
deval,devakula
devlī,devakulikā
devā,devatā
deśākh,deśākhya
des,deśa
deh,deha
dehar,dehalī
dehlī,dehalī
daijā,dāyādya
do,dva
donā,droṇa
dobal,daurbalya
dor,davara
dolā,dola
doṣ-,doṣayati
dohrā,dvidhā
dohā,dvidhā
dohiyā,dohin
dau,dava
daunā,damana
daur,davara
dhandhā,dhandha
dhaṁsnā,dhvaṁsati
dhaṛ,dr̥ḍha
dhaṛā,dhaṭaka
dhatūrā,dhattūra
dhan,dhana
dhan,dhanikā
dhaniyā,dhāneyaka
dhanī,dhanikā
dhannāseṭh,dhanya
dhartī,dharitrī
dharan,dharaṇa
dharnā,dharati
dharnā,dharaṇa
dharasnā,dharṣati
dhavni,dhamanī
dhavā,dhava
dhasaknā,dhvasati
dhasnā,dhvasati
dhā-,dhāvati
dhāṛ,dhāṭi
dhān,dhānya
dhāman,dharmaṇa
dhāy,dhātrī
dhār,dhārā
dhār,dhāra
dhārnā,dhārayati
dhārī,dhārā
dhāv-,dhāvati
dhī,duhitr̥
dhīr,dhīra
dhīrā,dhīra
dhuāṁ,dhūma
dhun,dhūni
dhunnā,dhūnoti
dhur,dhur
dhurā,dhur
dhurī,dhur
dhūnā,dhūṇa
dhūnī,dhūpana
dhūrā,dhūla
dhūriyā-belā,dhūli
dhūriyā-mallār,dhūli
dhūl,dhūli
dhoṛ,dhoḍa
dhotā,dhaurtaka
dhorī,dhaureya
dhore,dhaureya
dhauṁ,dhruva
dhau,dhava
dhaur,dhavala
dhaurā,dhavala
dhaul,dhavala
dhaulā,dhavala
dhyāv-,dhiyāyati
naṅg,nagna
naṅgā,nagna
nandoī,nanāndr̥pati
na,na
nakh-,nakṣati
nagarauthā,-musta
nac-,nr̥tyati
naṭnā,nartayati
naṛ,naḍa
nath,nastā
nanad,nanā̆ndr̥
nanhā,ślakṣṇa
nammā,navaka
nay-,namati
nayā,naviya
nar,nara
narkaṭ,naḍa
nal,naḍa
nalā,naḍaka
nav-,namati
navāṁ,navama
navā,nava
navāsī,navāśīti
navve,navati
nas,snasā
nas-,nasyati
nah,nakha
nah-,nahati
nahān,snāna
nahānā,snāti
nāṁgal,lāṅgala
nāṁgh-,laṅghayati
nāṁd-,nandati
nāin,nāpinī
nāī,nāpita
nāū,snāpaka
nākā,nakra
nākū,nakra
nāgal,lāṅgala
nāgā,nagna
nāc,nr̥tya
nācnā,nr̥tyati
nāṭ,nr̥tta
nāṭh,naṣṭa
nāṛ,nāḍī
nāṛā,nāḍī
nāṛī,nāḍikā
nātaru,na
nātī,naptr̥
nāth,nastā
nāpnā,jñāpyate
nām,nāman
nāraṅg,nāraṅga
nāraṅgī,nāraṅga
nār,nāḍī
nāriyal,nārikela
nāl,nāḍī
nālā,nāḍī
nālī,nāḍī
nāv,nāvā
nāv-,nāmayati
nās,nāśa
nāsī,nāsikā
niṁd-,nindati
nikammā,niṣkarman
nikām,niṣḳarma
nikāl,niṣḳāla
nikālnā,niṣkālayati
nikās,niṣkāsa
nikās-,niṣkāsayati
nikāsī,niṣkāsa
nikauṛiyā,niḥ
nigalnā,nigalati
nigurā,nirguru
niclā,niścala
nijhā-,nidhyāyati
niṭhur,niṣṭhura
niḍar,nirdara
nitharnā,nistarati
nithār,nistāra
nithārnā,nistārayati
nidhanī,nirdhana
ninyānve,navanavati
nipāt,niṣpattra
nipūtā,niṣputra
nipeṭau,ni
nibāh,nirvāha
nibāhnā,nirvāhayati
nibhnā,nirvahati
nibhānā,nirvāhayati
nimānā,nirṇāmayati
nimman,nirmala
niyar,nikaṭam
niyār,nigāra
nirakhnā,nirīkṣate
nirā,nīraja
nirīkhnā,nirīkṣate
niruvār-,nir
nirekh-,nirīkṣate
nilajjā,nirlajja
niloh,nirlobha
nivāī,nivāta
nivāyā,nivāta
ni-vār-,nivārayati
nis,niśā
nisār-,niḥsārayati
nisenī,niśrayaṇī
nisoth,niśotrā
nihatthā,nirhasta
nihāī,nighāti
nihānā,nidāna
nihārnā,nibhālayati
nihur-,nipatati
nīṁd,nidrā
nīṁdnā,nidrāyati
nīṁv,nemi
-nī,-nīya
nīk,nikta
nīkā,nikta
nīc,nīca
nīcā,nīca
nīṭhau,aniṣṭa
nīṛ,nīḍa
nībū,nimbū
nīm,nimba
nīrā,nīra
nīrā,nigara
nīl,nīla
nīlā,nīla
neūn,navanī
net,netra
netā,netra
netī,netra
-ner,nagara
nerā,nikaṭa
nevat-,nimantrayate
nevar,nūpura
nevlā,nakula
nevār,nepāla
nevārī,naipālī
neh,sneha
nai,nadi
naicak,nemi
noī,niyoga
non,lavaṇa
nonā,lavaṇa
noniyā,lāvaṇika
nonī,navanīta
nov-,niyojayati
nau,nava
nau-,nava
nautnā,nimantrayate
nautā,nimantraka
nyautnā,nimantrayate
nhāṭh,naṣṭi
paṅkh,pakṣa
paṅkhā,pakṣa
paṅkhī,pakṣin
paṅgā,paṅgu
pañcānve,pañcanavati
pañcāyat,pañca
paṇḍā,paṇḍita
paṇḍu,pāṇḍu
pandrah,pañcadaśa
paṁvāṛā,pravāda
paṁvār,pravāḍa
paṁvār,prapunāḍa
paṁvār-,pravārayati
paṃsārī,prasārin
pakkā,pakva
pakhāno,prakhyāna
pakhārnā,prakṣālayati
pakhāl,prakṣāla
pakhev,prakṣepa
pakhauṛā,pakṣapuṭa
pag,padga
paghā,pragraha
pac-,pañca
pacpan,pañcapañcāśat
pacʾhattar,pañcasaptati
pacānve,pañcanavati
pacās,pañcāśat
pacāsī,pañcāśīti
paccīs,pañcaviṁśati
pachvāṁ,paścima
pachāṁh,paścārdha
pajar-,prajvalati
paṭ,paṭ
paṭ,paṭṭa
paṭ,paṭṭa
paṭvā,paṭṭa
paṭsan,paṭṭa
paṭel,paṭṭakila
paṭṭā,paṭṭa
paṭṭī,paṭṭa
paṭṭī,paṭṭa
paṭṭū,paṭṭa
paṭhā(v)-,prasthāpayati
paṛnā,patati
paṛos,prativeśa
paṛhnā,paṭhati
patlā,pattrala
patiyā-,pratyāyayati
patohū,putravadhū
pattal,pattrala
pattā,pattraka
pattī,pattrikā
patthar,prastara
panhī,upānaḥ
panā,pāna
panālā,praṇālī
panālī,praṇālikā
pannā,parṇa
pannā,upānah
pannī,parṇa
papṛā,parpaṭa
papṛī,parpaṭa
papnī,pakṣman
pamh,pakṣman
payān,prayāṇa
payāl,palāla
par,para
parakh,parīkṣā
parakhnā,parīkṣate
parakhnā,parirakṣati
parchāīṁ,praticchāyā
parnā-,pariṇāpayati
parnī,pariṇīta
parlā,para
parval,paṭola
parasnā,sparśayate
parsoṁ,paraśvas
parā-,palāyate
parāyā,paragata
parāl,palāla
parivā,pratipad
pari-har-,pariharati
parīvā,pratipadā
parekh-,parekṣate
paretā,parivarta
parevā,pārāvata
pareh,praleha
parosnā,pariveśati
parohnā,parivahati
parohā,parivāha
palaṅg,palyaṅka
pal,pala
palaī,pallava
palā,pala
palā-,palāyate
palān,palyāṇa
palān,paryāṇa
palān-,palyāṇayati
palāl,palāla
palāv,palāva
palī,pala
paluh-,pallavayati
palethan,paryasta
palev,plā̆vita
palev,praleha
pallā,palya
pallā,palla
pavī,plava
pas,paśu
pasar,prasr̥ta
pasarnā,prasarati
pasā,prasr̥ta
pasāī,prasātikā
pasāu,prasāda
pasār,prasāra
pasārnā,prasārayati
paseu,prasveda
pahcānnā,pratyabhijānāti
pahr,prahara
paharnā,paridadhāti
pahrā,prahara
pahrānā,paridhāpayati
pahiyā,pradhi
pahelī,prahelikā
pāṁk,paṅka
pāṁc,pañca
pāṁcvāṁ,pañcama
pāṁcā,pañcaka
pāṁjar,pañjara
pāṁṛ,paṇḍa
pāṁḍrā,pāṇḍara
pāṁḍrī,pāṇḍara
pāṁṛe,paṇḍita
pāṇḍey,paṇḍita
pāṁt,paṅkti
pāṁtar,prāntara
pāṁv,pāda
pāṁs,pāṁśu
pāṁsī,pāśa
pāī,pādikā
pākaṛ,parkaṭī
pākh,pakṣa
pākhar,prakṣara
pākhā,pakṣaka
pākhī,pakṣin
pāc-,pacyate
pāch-,pracchyati
pāṭ,paṭṭa
pāṭ,paṭṭa
pāṭan,paṭṭana
pāṭā,paṭṭa
pāṭī,paṭṭa
pāṭaunī,paṭṭana
pāṛ,pāṭa
pāṛnā,pātayati
pāṛā,pāṭaka
pāt,pattra
pātar,pattrala
pātā,pattraka
pātī,pattrikā
pād,parda
pādnā,pardate
pān,parṇa
pānā,prāpayati
pānī,pānīya
pāpaṛ,parpaṭa
pāyătā,pādānta
pāy,pāda
pār,pāra
pār-,pārayati
pārsī,pārasika
pārā,pāra
pāl,pālī
pāl,pākala
pālak,pālaṅkī
pālak,palyaṅka
pālkī,palyaṅka
pālthī,paryastikā
pālnā,pālayati
pālnā,pālana
pālā,prāleya
pālā,palya
pālā,pallava
pālo,pallava
pāv,pāda
pāvas,prāvr̥ṣ(a)
pās,pārśve
pāsnā,prasravati
pāsā,pāśa
pāsī,pāśin
pāhan,pāsāṇa
pāhiṁ,pakṣa
pāhun,prāhuna
pāhunā,prāhuṇa
piñar,piñjara
piñrā,piñjara
piṇḍā,piṇḍaka
piṇḍārā,piṇḍāra
piu,priya
piu,pitā
pichāṛī,paścārdha
pitiyā,pitriya
pinsī,pīnas
pinnā,piṇḍa
piy,pika
piyā,priya
pironā,parivayati
pilaī,plīhan
pilpilā,pilippila
pillū,pīlu
piv-,pibati
pihān,pidhāna
pihānā,pidhāna
pihānī,pidhāna
pīṁḍ,piṇḍa
pī,priya
pīc,picchā
pīṭnā,piṭṭayati
pīṭh,pr̥ṣṭha
pīṭhā,piṣṭa
pīṭhī,piṣṭa
pīṛ,pīḍā
pīṛnā,pīḍayati
pīṛhā,pīṭhaka
pīṛhī,pīṭhikā
pītal,pittala
pīnas,pīnasa
pīnā,pibati
pīnā,piṇyāka
pīpal,pippala
pīpal,pippalī
pīplā,pippalaka
pīlā,pītala
pīlū,pīlu
pīlū,pīlu
pīsnā,piṁśati
puṇḍariyā,puṇḍarin
puā,pūpa
puāl,palāla
puṭṭhā,pr̥ṣṭha
puṛā,puṭa
puṛī,puṭikā
puraʾin,puṭakinī
pursā,puruṣa
purā,pura
purā-,pūrayati
purānā,purāṇa
puhup,puṣpa
pūṁgī,poṅga
pūg-,pūryate
pūch,pr̥cchā
pūchnā,pr̥cchati
pūj-,pūryate
pūjnā,pūjayati
pūṭh,pr̥ṣṭha
pūṭhā,pr̥ṣṭha
pūt,putra
pūnam,pūrṇimā
pūno,pūrṇamās
pūr-,pūrayati
pūrā,pūra
pūrī,pūra
pūlā,pūla
pūlī,pūla
pūs,puṣya
pekh-,prekṣate
peṛnā,prapīḍayati
pelaṛ,pela
pelā,pela
pevas,peyūṣa
paiṁṭh,pratiṣṭhā
paiṁtrā,pā̆dāntara
paiṁtālīs,pañcacatvāriṁśat
paiṁtīs,pañcatriṁsat
paiṁsaṭh,pañcaṣaṣṭi
paij,pratijñā
paiṛī,padaḍa
pairnā,pratarati
pairā,padara
pairī,padara
paisnā,praviśati
poṁgā,poṅga
poṁchan,proñchana
poṁchnā,proñchati
poī,pūtīka
poī,pota
pokhrā,pauśkara
poṭlā,poṭṭala
poṭlī,poṭṭala
poṛhā,pravr̥ddha
pot,pravr̥tti
potā,pautra
potī,pautrī
ponā,pravayati
ponā,pratapati
ponā,pavana
pol,pratolī
pos,pośa
posnā,pośayati
pohā,pr̥thuka
pauṁḍā,pauṇḍra
pau,prabhā
pau,prapā
pauṛhnā,pravardhate
paud,pravr̥ddha
paudhā,pravr̥ddha
paunā,prapavaṇa
paurī,pratolī
paulī,pratolī
pauvā,pāda
pyār,priyakāra
pyārā,priyakāra
pyās,pipāsā
phandā,spāśa
phaguā,phalgu
phaṭphaṭiyā,onom.
phan,phaṇa
phanā,phaṇa
phannī,phaṇa
phal,phala
phal,phala
phalaī,phalakin
phalnā,phalati
-phalā,phala
phalār,phalāhāra
phalī,phalin
phāṁkī,phakkikā
phāṁd,spanda
phāṁd-,spāśayati
phāṁdnā,spandate
phāṁs,sparśa
phāṁs,spāśa
phāṁsnā,spāśayati
phāg,phalgu
phāgun,phā̆lguna
phāṛnā,sphāṭayati
phāyā,sphāta
phāl,phāla
phāl,sphāla
phālsā,parūśaka
fālsā,parūśaka
phālā,phāla
phīṁcnā,pīḍayati
phur,sphuṭa
phur-,sphurati
phūṭ,sphuṭī
phūl,phulla
phūlnā,phullati
phen,phena
phenus,pīyūśa
phoṛnā,sphoṭayati
phoṛā,sphoṭa
baṁgā,vaṅga
bakrā,barkaraka
baklā,valkala
baken,baṣkayinī
bakkal,valkala
bakhān,vyākhyāna
bakhār,vakṣaskāra
bag,baka
bag-,vrajati
baghārnā,vyāghārayati
bacnā,vacyate
baṭrī,varta
baṭloī,vartaloha
baṛ,vaṭa
baṛā,vaḍra
baṛā,vaṭa
baṛī,vaṭikā
baṛhaī,vardhaki
baṛhnā,vardhate
baṛhnī,vardhanī
baṛhānā,vardhāpayati
baṛhiyā,vardhita
batolā,vr̥tta
battī,vartikā
battīs,dvātriṁśat
badnā,vadati
badrā,vārdala
badlī,vārdalikā
badh-,vardhate
badhā-,vardhāpayati
badhā-,vardhāpayati
badhiyā,vadhri
ban,vana
bannā,vanati
banāras,vārāṇasī
banij,vaṇijyā
baniyā,vaṇija
babaī,barbā
babūl,babbūla
bayā,vaya
bayālīs,dvācatvāriṁsat
bayāsī,dvyaśīti
bar,vara
bar,varam
bar,vaṭa
barat,varatrā
barăd,balivarda
baran,varaṇa
barvā,vālūka
baras,varṣa
barasnā,varṣati
barsā,varṣa
barsāt,varṣārātri
barhā,vaṭa
barāt,varayātrā
barārā,varāṭaka
baris,varṣa
barun,varuṇa
barunā,varaṇa
baroṭhā,dvārakoṣṭhaka
barr,varaṭa
barrā,vaṭāraka
barrai,varaṭa
bal,bala
bal,vali
bal,bali
balnā,valati
baluā,vāluka
bavaṇḍar,vātamaṇḍalī
bas,vaśa
basnā,vasati
basnā,vasana
basvārī,vaṁśavāṭikā
basah,vr̥ṣabha
basīṭh,vasiṣṭha
bahn,bhaginī
bahnā,vahati
bahneū,bhaginīpati
bahnoī,bhaginīpati
bahrā,badhira
bahl,vahala
bahī,vahikā
bahut,bahutva
bahuriyā,vadhūṭikā
bahū,vadhū
bahūār,bahuvāra
bāṁk,vaṅka
bāṁkā,vaṅku
bāṁc-,vañcati
bāṁch-,vāṁchati
bāṁjh,vandhya
bāṁṭnā,vaṇṭati
bāṁṛ,baṇḍa
bāṁṛā,baṇḍa
bāṁdā,vandā
bāṁdī,bandī
bāṁdh,bandha
bāṁdhnā,bandhati
bāṁbī,vamriya
bāṁs,vaṁśa
bāṁsā,vaṁśaka
bāṁsī,vaṁśīya
bāṁh,bāhu
bāī,vāta
bāīs,dvāviṁśati
bākal,valkala
bākh,vakṣas
bākhar,vakṣaskāra
bāg,valgā
bāgh,vyāghra
bāchnā,vraścati
bāchā,vatsa
bājnā,vādyate
bājrī,bājjara
bājā,vādya
bājh-,badhyate
bāṭ,vartman
bāṭnā,vartayati
bāṭī,vāṭikā
bāṛ,vāṭa
bāṛā,vāṭa
bāṛī,vāṭikā
bāṛh,vr̥ddhi
bāṛh,vardha
bāṛhnā,vardhayati
bāṛhī,vr̥ddhi
bāt,vārttā
bādal,vārdala
bān,varṇa
bān,bāṇa
bān,vanyā
bānar,vānara
bānve,dvinavati
bānā,vāna
bānā,varṇa
bānā,vāṇa
bānā,vyādadāti
bānī,varṇa
bānī,vāna
bāph,vāṣpa
bābar,barbarī
bābar,barbara
bābrī,barbara
bāmhan,brāhmaṇa
bāmhnī,brāhmaṇī
bāyăb,vāyavya
bāyāṁ,vāmaka
bārambār,vāram vāram
bār,vāra
bār,dvāra
bār,vāri
bār-,vārayate
bārah,dvādaśa
bārī,vāra
bārī,dvāra
bāl,bāla
bāl,bālā
bāl,vāla
bāl,valla
bālam,vallabhatama
bālahā,vallabha
bālā,bāla
bālā,vālaka
bālī,vālaka
bālī,valla
bālū,vālukā
bāv,vāta
bāvan,dvāpañcāśat
bāvnī,vāpana
bāvlā,vātula
bāvī,vāpikā
bās,vāsa
bās,vāsas
bāsaṭh,dvāṣaṣṭi
bāsan,vāsana
bāsnā,vāsayati
bāsā,vāsaka
bāsī,vāsita
bāhnā,vāhayati
bāhā,vāha
bāhī,vāhin
biknā,vikrīyate
bicho-,vikṣobhayati
bichoh,vikṣobha
bichoh-,vikṣobhayati
bijlī,vidyullatā
biṛāl,biḍāla
biṛh-,vivardhate
bittā,vitasti
bithar-,vistarati
bitharnā,vistarati
bithār,vistāra
bithār-,vistārayati
bidārnā,vidārayati
bin,vinā
bintī,vijñapti
binasnā,vinaśyati
bināsnā,vināśayati
binaunā,vinamati
birlā,virala
birvā,viṭapa
biras-,vilasati
birasnā,virahayati
birhā,viraha
birānā,virādhayati
bilaṅgnā,vilaṅghayati
bil,bila
bilakhnā,vilakṣayati
bilakhnā,vilakṣayati
bilam-,vilambate
bilasnā,vilasati
bilāī,biḍālikā
bilār,biḍāla
biloṛnā,viloḍayati
bilonā,vilobhayati
bivāī,vipādikā
bis,viṣa
bisarnā,vismarati
bishar,viṣadhara
bisahrī,viṣadhara
bisāyaṁdh,visragandha
bisārnā,vismārayati
bihpai,br̥haspati
bihar-,viharati
bihar-,vighaṭate
biharnā,viharati
bihā-,vijahāti
bihāī,vidhātr̥
bīṁṛ,vr̥nda
bīar,vivara
bīā,bījaka
bīghā,vigraha
bīchī,vr̥ṣcika
bīj,bīja
bīṭh,viṣṭhā
bīṛ,vīṭaka
bīṛā,vīṭaka
bīṛī,vīṭikā
bīt,vr̥tti
bīdar,vidar
bīn,vīṇā
bīnnā,vicinoti
bīr,vīra
bīr-bahūṭī,vīra-vadhūṭī
bīrā,vīra
bīrau,vīrudha
bīl,bila
bīs,viṁśati
buttā,vr̥tta
buttī,vr̥tti
bur,buri
buhārī,bahukāra
būjhnā,budhyate
būtā,vr̥tta
beṁt,vetra
beṁdhnā,veṣṭayati
bejhā,vedhya
beṭhan,veṣṭana
beṛ,veṣṭa
beṛā,veṣṭa
beṛā,beḍā
beṛī,veṣṭa
beṛh,veṣṭa
beṛhnā,veṣṭayati
beṛhā,veṣṭa
beṇī,veṇi
ben,veṇu
benā,vyajana
benā,vīraṇa
ber,badara
ber,velā
berī,badarikā
bel,bailva
bel,velli
belan,vellana
belnā,vellayati
belī,velli
besan,vesana
besar,vesara
beh,vedha
baiṁgan,vātiṅgaṇa
baiṭhnā,upaviśati
bain,vacana
bainā,upāyana
bair,vaira
bairī,vairin
baisnā,upaviśati
bojh,vahya
bonā,vapati
bol,vola
bohrā,vyavahāraka
bohit,vahitra
bohitth,vahitra
baunā,vāmana
byānā,vijāyate
byāh,vivāha
byāhnā,vivāhayati
bhaṁgrā,bhr̥ṅgarāja
bhaṁṛsāl,bhāṇḍaśālā
bhaṇḍār,bhāṇḍāgāra
bhaṇḍārā,bhāṇḍāgāra
bhaṇḍārī,bhāṇḍāgārika
bhaṁv-,bhramati
bhaṁvar,bhramara
bhaṁvrī,bhramara
bhakh-,bhakṣati
bhaṭṭhī,bhraṣṭra
bhaṭhiyārā,bhr̥ṣṭakāra
bhatār,bhartr̥
bhatījā,bhrātrīya
bhatījī,bhrātrīya
bhaddā,bhadra
bhannā,bhanati
bhansāl,bhāṇḍaśālā
bhanaijī,bhāgineya
bharnā,bharati
bhasnā,bhraśyati
bhāṁg,bhaṅga
bhāṁjnā,bhañjati
bhāṁṛ,bhāṇḍa
bhāṁṛ,bhāṇḍa
bhāṁṛ-,bhaṇḍate
bhāṁṛā,bhāṇḍaka
bhāṁti,bhakti
bhāṁv-,bhrāmayati
bhāṁvar,bhrāmarī
bhāī,bhrātr̥
bhājnā,bhajyate
bhājī,bharjita
bhāṭ,bhaṭṭa
bhāṭh,bhraṣṭa
bhāṭhā,bhraṣṭa
bhāṛ,bhrāṣṭra
bhāt,bhakta
bhāthā,bhastrā
bhādvā,bhādrapada
bhādoṁ,bhādrapada
bhān,bhāna
bhānjā,bhāgineya
bhānā,bhāti
bhā-,bhāpayate
bhār,bhāra
bhārā,bhāraka
bhārā,bhāra
bhārī,bhārika
bhāl,bhallī
bhāl,bhāla
bhālnā,bhālayate
bhālā,bhalla
bhālū,bhallūka
bhāv-,bhāpayate
bhāvaj,bhrāturjāyā
bhāsnā,bhāsati
bhilāvāṁ,bhallāta
bhīkh,bhikṣā
bhīt,bhitti
bhīl,bhilla
bhuṁjnā,bhuñjate
bhuīṁ,bhūmi
bhuṭṭā,bhr̥ṣṭa
bhungā,bhr̥ṅgaka
bhuvaṅg,bhujaṅga
bhuvāl,bhūpāla
bhuvi,bhūmi
bhūṁknā,bhukkati
bhūī,bhūti
bhūkh,bubhukṣā
bhej,bhedya
bheṛ,bheḍra
bheṛā,bheḍra
bheri,bherī̆
bhev,bheda
bhes,veṣa
bhaiṁs,mahiṣī
bhaiṁsā,mahiṣa
bhaihū,bhrātr̥vadhū
bhoī,bhogin
bhoj,bhojya
bhauṁrā,bhramara
bhauṁrālā,bhramara
bhaujāī,bhrāturjāyā
maṅg,maṅga
maṅgal,maṅgala
mañā,mañca
maṁjār,mārjāra
maṁjh,madhya
maṇḍ,maṇḍa
maṇḍ-,maṇḍayati
maṇḍal,maṇḍala
maṇḍlī,maṇḍalikā
maṇḍvā,maṇḍapa
maṇḍā,maṇḍaka
maṁṛuā,maṇḍapa
mandā,manda
makṛā,markaṭa
makṛā,markaṭaka
makṛī,markaṭa
makoṛā,matkoṭaka
makkhan,mrakṣaṇa
makkhā,makṣa
makkhī,makṣikā
mag,mārga
magurī,madgura
macchar,matsara
macchī,matsya
majīṭh,mañjiṣṭhā
majīrā,mañjīra
majj-,majjati
maṛaiyā,mayaṭa
maṛhā,maṭha
maṛhī,maṭhikā
mathnā,mathnāti
mathnī,manthana
mathānī,manthāna
madār,mandāra
madārī,mantrakāra
man,manas
man,maṇa
mansil,manaḥśilā
manihār,maṇikāra
manuā,manu
mannū,manu
mamākhī,madhu
mayaṅk,mr̥ga
maran,maraṇa
marnā,marate
marhaṭā,mahārāṣṭra
marhaṭh,mahārāṣṭra
marāṭhā,mahārāṣṭraka
maruā,maruvaka
mal,mala
mallī,mallikā
mas,śmaśru
masā,maśaka
masān,śmaśāna
masi,maṣi
masūr,masūra
mahaṁ,madhya
mahaṁgā,mahārgha
mahto,mahānt
mahan,mathana
mahnā,mathati
mahāvat,mahāmātra
mahiṁ,madhya
mahi,madhya
mahī,mathita
mahuar,madhukara
mahuā,madhūka
mahūkh,madhūka
māṁ,mātr̥
māṁg,mārga
māṁgnā,mārgati
māṁj,majjan
māṁja-,mārjya
māṁjnā,mārjati
māṁjh,madhya
māṁjhā,madhya
māṁjhā,madhya
māṁṛ,maṇḍa
māṁṛ-,maṇḍayati
māṁṛnā,mardati
māṁṛnī,maṇḍana
māṁṛā,maṇḍa
māṁṛī,maṇḍa
māṁd,manda
māṁs,māṁsa
